ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-617020,MapQuest,201.0,2,2019-02-22 10:10:07,2019-02-22 10:39:07,29.859459,-95.402451,,,0.0,Right hand shoulder blocked due to accident on IH-45 Southbound at Parker Rd.,,W Parker Rd,R,Houston,Harris,TX,77076,US,US/Central,KIAH,2019-02-22 09:53:00,54.0,,100.0,29.97,0.1,ENE,8.1,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2078152,Bing,,2,2018-09-14 14:13:07,2018-09-14 14:43:00,29.914703000000003,-95.308465,29.914703000000003,-95.308465,0.0,At Old Humble Rd/Lee Rd - Accident.,,I-69 N,R,Houston,Harris,TX,77039,US,US/Central,KIAH,2018-09-14 13:53:00,75.9,,100.0,29.98,7.0,ESE,8.1,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-85953,MapQuest,201.0,3,2016-08-02 17:15:32,2016-08-02 18:00:32,34.018009,-118.052849,,,0.0,Right hand shoulder blocked due to accident on I-605 Southbound near Exit 17 San Gabriel River Pkwy.,,Rose Hills Rd,R,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2016-08-02 16:45:00,86.0,,43.0,29.92,10.0,SSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-699769,MapQuest,201.0,3,2018-12-07 16:11:55,2018-12-07 16:41:31,32.677509,-97.07621800000001,,,0.0,#1 lane blocked and left hand shoulder blocked due to accident on I-20 Eastbound at New York\t.,,I-20 E,R,Arlington,Tarrant,TX,76018,US,US/Central,KGKY,2018-12-07 15:53:00,45.0,37.6,97.0,30.23,6.0,North,17.3,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-985486,MapQuest,241.0,3,2018-08-27 13:26:20,2018-08-27 13:55:59,32.771095,-96.811737,,,0.0,Lane blocked due to accident on I-30 Tom Landry Fwy Eastbound at I-35E.,,S Riverfront Blvd,R,Dallas,Dallas,TX,75207,US,US/Central,KDAL,2018-08-27 13:53:00,95.0,,44.0,29.91,10.0,SSE,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-204251,MapQuest,201.0,3,2016-11-08 01:53:26,2016-11-08 02:23:11,41.530190000000005,-73.812065,,,0.01,Right hand shoulder blocked due to accident on I-84 Westbound at Exit 15 County Hwy-27 Lime Kiln Rd.,,Lime Kiln Rd,R,Hopewell Junction,Dutchess,NY,12533,US,US/Eastern,KPOU,2016-11-08 01:53:00,27.0,,89.0,30.28,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1092581,MapQuest,201.0,2,2018-06-22 19:26:51,2018-06-22 19:56:38,38.452595,-121.371742,,,0.0,Accident on Elk Grove Florin Rd at Calvine Rd.,,Calvine Rd,R,Sacramento,Sacramento,CA,95829,US,US/Pacific,KMHR,2018-06-22 19:45:00,96.8,,17.0,29.74,10.0,WSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1524608,MapQuest,201.0,2,2017-11-28 17:00:42,2017-11-28 17:30:36,42.927357,-85.648041,,,0.0,Accident on Eastern Ave at Burton St.,799.0,Burton St SE,L,Grand Rapids,Kent,MI,49507-3203,US,US/Eastern,KGRR,2017-11-28 16:53:00,57.9,,47.0,29.9,10.0,WSW,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1580739,MapQuest,201.0,2,2017-10-25 04:43:36,2017-10-25 05:13:16,42.209137,-70.996223,,,0.0,Accident on MA-3 Northbound before Union St. On the median.,,Pilgrims Hwy S,R,Braintree,Norfolk,MA,02184,US,US/Eastern,KMQE,2017-10-25 04:56:00,64.9,,93.0,29.78,,South,18.4,0.33,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1342050,MapQuest,201.0,2,2018-02-22 13:59:55,2018-02-22 14:29:40,34.791325,-82.416794,,,0.0,Accident on US-25 White Horse Rd Northbound at I-85.,,White Horse Rd,R,Greenville,Greenville,SC,29605,US,US/Eastern,KGYH,2018-02-22 14:19:00,75.2,,65.0,30.41,10.0,WSW,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-730296,MapQuest,201.0,3,2018-12-26 16:52:45,2018-12-26 17:22:32,30.193419,-90.43624100000001,,,0.0,Lane blocked due to accident on I-55 Northbound at Exit 7.,,I-55 N,R,LA Place,St. John the Baptist,LA,70068,US,US/Central,KMSY,2018-12-26 16:53:00,66.0,,84.0,30.11,10.0,East,15.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-142690,MapQuest,201.0,2,2016-07-02 14:13:27,2016-07-02 15:13:27,28.508979999999998,-81.401146,,,0.0,Accident on Rio Grande Ave at 33rd St.,1517.0,33rd St,R,Orlando,Orange,FL,32839,US,US/Eastern,KORL,2016-07-02 13:53:00,90.0,,55.0,30.09,10.0,SSW,5.8,,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1559976,MapQuest,201.0,3,2017-10-14 08:07:51,2017-10-14 08:37:02,40.733437,-111.90473899999999,,,0.0,Accident on I-15 Southbound at Exit 305C-A 1300.,,I-15 S,R,Salt Lake City,Salt Lake,UT,84115,US,US/Mountain,KSLC,2017-10-14 07:54:00,39.9,33.9,60.0,30.36,10.0,NW,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-820687,MapQuest,201.0,2,2018-10-08 03:36:42,2018-10-08 04:06:20,34.036079,-118.09301799999999,,,0.0,Accident on CA-60 Westbound at Exit 8 Paramount Blvd.,,Paramount Blvd,R,Montebello,Los Angeles,CA,90640,US,US/Pacific,KEMT,2018-10-08 08:45:00,64.4,,68.0,29.86,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-697585,MapQuest,201.0,2,2018-12-06 20:15:11,2018-12-06 20:45:01,30.300819,-97.49189799999999,,,0.0,Accident on Hog Eye Rd at Jones Rd.,20599.0,Hogeye Rd,R,Manor,Travis,TX,78653,US,US/Central,KEDC,2018-12-06 20:15:00,55.4,,94.0,30.2,2.5,North,4.6,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1084685,MapQuest,201.0,2,2018-06-19 18:32:46,2018-06-19 19:17:32,33.772232,-84.384911,,,0.0,Accident on Ponce de Leon Ave at Peachtree St.,78.0,Ponce de Leon Ave NE,L,Atlanta,Fulton,GA,30308-1911,US,US/Eastern,KFTY,2018-06-19 18:53:00,91.0,,50.0,29.91,10.0,NW,8.1,,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-799888,MapQuest,201.0,2,2018-11-28 08:36:59,2018-11-28 09:35:55,33.84613,-84.42776500000001,,,0.0,Accident on US-41 Northside Pkwy Northbound near Howell Mill Rd.,3498.0,Howell Mill Rd NW,L,Atlanta,Fulton,GA,30327,US,US/Eastern,KMGE,2018-11-28 08:56:00,27.9,16.3,60.0,30.16,10.0,WNW,15.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1985919,Bing,,2,2019-02-08 15:52:26,2019-02-08 16:21:51,34.092086,-118.47601100000001,34.071020000000004,-118.46526999999999,1.58,Between Sepulveda Blvd/Exit 59 and Sunset Blvd/Church Ln/Exit 57 - Accident.,,I-405 S,R,Los Angeles,Los Angeles,CA,90049,US,US/Pacific,KSMO,2019-02-08 15:51:00,57.0,,51.0,30.03,10.0,WSW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-940405,MapQuest,201.0,2,2018-08-03 18:46:05,2018-08-03 19:16:05,37.523148,-121.917892,,,0.0,Accident on Mission Blvd Southbound at Meadows Ct.,43893.0,Mission Blvd,R,Fremont,Alameda,CA,94539-6207,US,US/Pacific,KNUQ,2018-08-03 18:56:00,69.1,,68.0,29.91,10.0,North,8.1,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-1258077,MapQuest,201.0,3,2018-03-14 06:28:43,2018-03-14 06:58:25,43.603775,-73.730766,,,0.0,Right hand shoulder blocked due to accident on I-87 Adirondack Northway Southbound at Exit 24 County Hwy-11 Bolton Landing-Riverbank Rd.,,Adirondack Northway N,R,Warrensburg,Warren,NY,12885,US,US/Eastern,KGFL,2018-03-14 06:18:00,28.0,22.8,96.0,29.44,3.0,WSW,4.6,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1867147,Bing,,2,2016-06-29 15:15:55,2016-06-29 21:15:55,47.67038,-122.32172,47.67465,-122.32072,0.299,At Ravenna Blvd/Exit 170 - Accident.,,I-5 N,R,Seattle,King,WA,98105,US,US/Pacific,KBFI,2016-06-29 14:53:00,66.9,,70.0,30.19,10.0,South,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Night
A-1910477,Bing,,4,2017-05-06 04:37:12,2017-05-06 10:37:12,32.81629,-96.86855,32.829159999999995,-96.88821,1.4469999999999998,Closed between Mockingbird Ln and Regal Row - Road closed due to accident.,,John Carpenter Fwy W,R,Dallas,Dallas,TX,75247,US,US/Central,KDAL,2017-05-06 04:53:00,57.9,,70.0,29.96,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1227818,MapQuest,201.0,2,2018-04-27 16:56:36,2018-04-27 17:26:22,35.236897,-80.73786899999999,,,0.0,Accident on Sharon Amity Rd at Milton Rd.,,Milton Rd,R,Charlotte,Mecklenburg,NC,28215,US,US/Eastern,KJQF,2018-04-27 16:55:00,68.0,,52.0,29.8,10.0,NW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1794918,Bing,,4,2016-10-03 22:06:11,2016-10-04 04:06:11,39.54508,-84.29068199999999,39.49146,-84.32449,4.12,Closed between OH-123/Exit 36 and OH-122/Exit 32 - Road closed due to accident.,,I-75 S,R,Franklin,Warren,OH,45005,US,US/Eastern,KMGY,2016-10-03 21:53:00,59.0,,83.0,30.08,10.0,East,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-248006,MapQuest,229.0,2,2016-09-30 08:16:04,2016-09-30 09:00:44,40.081882,-76.234116,,,0.0,Slow traffic due to accident on Hartman Station Rd at PA-23 New Holland Pike.,2300.0,New Holland Pike,R,Lancaster,Lancaster,PA,17601-5934,US,US/Eastern,KLNS,2016-09-30 07:53:00,55.9,,93.0,30.24,10.0,ENE,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1420911,MapQuest,201.0,3,2017-12-05 07:31:57,2017-12-05 08:01:40,40.177258,-74.511696,,,0.0,Left lane blocked due to accident on I-195 Westbound at Exit 11 County Hwy-43 Imlaystown Hightstown Rd.,,I-195 E,R,Allentown,Monmouth,NJ,08501,US,US/Eastern,KWRI,2017-12-05 07:21:00,51.8,,88.0,30.22,10.0,SE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1691517,MapQuest,201.0,2,2017-08-15 18:31:11,2017-08-15 19:15:48,43.149440999999996,-77.553108,,,0.0,Accident on Blossom Rd at Winton Rd.,698.0,Blossom Rd,L,Rochester,Monroe,NY,14610-1912,US,US/Eastern,KROC,2017-08-15 18:54:00,75.0,,73.0,29.9,10.0,West,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2163338,Bing,,3,2018-02-19 08:25:15,2018-02-19 14:25:15,41.92695,-86.57030999999999,41.943075,-86.566863,1.128,Between Red Arrow Hwy/Exit 16 and Grand Mere Rd/Exit 22 - Accident.,,I-94 E,R,Bridgman,Berrien,MI,49106,US,US/Eastern,KBEH,2018-02-19 08:33:00,41.0,38.0,93.0,29.92,5.0,SSW,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-553801,MapQuest,201.0,2,2019-03-26 08:58:53,2019-03-26 09:58:43,37.558949,-77.468681,,,0.0,Accident on Monument Ave at Robinson St.,2591.0,Monument Ave,L,Richmond,Richmond City,VA,23220-2618,US,US/Eastern,KRIC,2019-03-26 08:54:00,44.1,36.8,53.0,30.22,10.0,NNE,16.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-90200,MapQuest,241.0,2,2016-08-16 19:50:52,2016-08-16 20:35:52,34.433743,-118.38575700000001,,,0.0,One lane blocked due to accident on CA-14 Northbound before Exit 11 Soledad Canyon Rd.,,Soledad Canyon Rd,R,Canyon Country,Los Angeles,CA,91387,US,US/Pacific,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-213877,MapQuest,201.0,2,2016-08-15 16:47:25,2016-08-15 17:46:00,41.035675,-73.816696,,,0.0,Right hand shoulder blocked due to accident on Sprain Brook Pkwy Northbound at NY-100B Dobbs Ferry Rd.,,Dobbs Ferry Rd,R,White Plains,Westchester,NY,10607,US,US/Eastern,KHPN,2016-08-15 16:56:00,87.1,,44.0,30.12,10.0,NW,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2233143,Bing,,4,2017-08-04 00:19:21,2017-08-04 06:19:21,34.02693,-118.23313999999999,34.02827,-118.22923,0.242,Ramp to I-10/Santa Monica Fwy EB and CA-60/Pomona Fwy EB - Accident.,,I-10 E,R,Los Angeles,Los Angeles,CA,90021,US,US/Pacific,KCQT,2017-08-04 00:47:00,73.9,,73.0,29.96,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-430419,MapQuest,201.0,2,2017-04-12 09:12:13,2017-04-12 09:56:59,30.337329999999998,-97.683273,,,0.0,Accident on Rutherford Ln at Cameron Rd.,8106.0,Cameron Rd,L,Austin,Travis,TX,78754-3812,US,US/Central,KEDC,2017-04-12 09:15:00,62.6,,100.0,30.22,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1654633,MapQuest,201.0,2,2017-09-28 11:02:02,2017-09-28 11:45:00,30.540501000000003,-91.069565,,,0.0,Accident on Hooper Rd at Lovett Rd.,10525.0,Hooper Rd,L,Baton Rouge,East Baton Rouge,LA,70818-3206,US,US/Central,KBTR,2017-09-28 10:53:00,88.0,,57.0,29.98,10.0,Variable,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1880036,Bing,,2,2017-02-07 12:10:10,2017-02-07 18:10:10,37.500021999999994,-122.32051499999999,37.499547,-122.31871799999999,0.10400000000000001,At Edgewood Rd - Accident. Left lane blocked.,,I-280 S,R,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,2017-02-07 11:47:00,60.8,,94.0,29.96,3.0,West,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-409289,MapQuest,201.0,3,2017-05-05 21:32:58,2017-05-05 22:02:41,33.842052,-118.286247,,,0.01,Right hand shoulder blocked due to accident on Torrance Blvd Southbound at Figueroa St.,,I-110 S,R,Carson,Los Angeles,CA,90745,US,US/Pacific,KTOA,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1891162,Bing,,2,2017-03-06 09:05:43,2017-03-06 15:05:43,34.86123,-82.25353,34.857359,-82.264083,0.655,At Pelham Rd/Exit 54 - Accident.,,I-85 S,R,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,2017-03-06 08:53:00,46.9,,80.0,30.5,10.0,ENE,3.5,0.01,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1450777,MapQuest,201.0,2,2017-12-18 06:37:41,2017-12-18 07:07:24,35.397960999999995,-97.50814100000001,,,0.0,Accident on 67th St at Shields Blvd.,6751.0,S Shields Blvd,R,Oklahoma City,Oklahoma,OK,73149-1421,US,US/Central,KOKC,2017-12-18 06:41:00,37.9,34.4,100.0,30.14,0.1,South,4.6,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1690749,MapQuest,201.0,2,2017-08-14 14:17:11,2017-08-14 14:46:56,38.851788,-104.87017800000001,,,0.0,Accident on Colorado Ave at 30th St.,98.0,S 30th St,R,Colorado Springs,El Paso,CO,80904-2129,US,US/Mountain,KAFF,2017-08-14 14:18:00,78.8,,24.0,29.76,10.0,Calm,,,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-772722,MapQuest,201.0,3,2018-11-15 06:37:43,2018-11-15 07:07:04,38.032654,-78.859734,,,0.0,Left hand shoulder blocked and left lane blocked due to accident on I-64 Eastbound at Exit 99 US-250 Three Notched Mountain Hwy.,,I-64 W,R,Waynesboro,Augusta,VA,22980,US,US/Eastern,KSHD,2018-11-15 06:35:00,31.1,25.4,94.0,30.38,4.0,NNE,5.8,0.04,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-629250,MapQuest,201.0,2,2019-01-03 04:10:22,2019-01-03 04:54:38,41.423969,-81.78022800000001,,,0.7699999809270001,Accident on 130th St between I-480 and Sprecher Ave.,13001.0,Sprecher Ave,L,Cleveland,Cuyahoga,OH,44135-5043,US,US/Eastern,KCLE,2019-01-03 03:51:00,32.0,22.1,75.0,30.07,10.0,West,13.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2012056,Bing,,3,2019-01-25 07:48:04,2019-01-25 08:17:55,29.494490999999996,-98.54760999999999,29.488272,-98.545061,0.456,At Crossroads Blvd/Exit 565A - Accident. Three lanes blocked.,,I-10 E,R,San Antonio,Bexar,TX,78213,US,US/Central,KSAT,2019-01-25 07:51:00,46.0,44.8,71.0,30.28,10.0,ENE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-40666,MapQuest,201.0,3,2016-05-31 14:21:54,2016-05-31 14:51:54,37.875683,-122.045906,,,0.01,Right hand shoulder blocked due to accident on I-680 Southbound at Exit 44 Broadway.,,I-680 S,R,Alamo,Contra Costa,CA,94507,US,US/Pacific,KCCR,2016-05-31 13:53:00,91.0,,24.0,29.78,10.0,NNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-945025,MapQuest,201.0,2,2018-08-07 07:38:28,2018-08-07 08:08:13,39.174255,-84.487755,,,0.0,Accident on OH-562 Norwood Lateral Expy Eastbound at I-75.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2018-08-07 07:53:00,71.1,,96.0,30.01,10.0,SSW,4.6,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-651411,MapQuest,201.0,3,2019-01-15 07:25:20,2019-01-15 07:55:03,39.426556,-77.488945,,,0.0,Right hand shoulder blocked due to accident on I-70 Eastbound at Exit 48 US-40.,,I-70 E,R,Frederick,Frederick,MD,21702,US,US/Eastern,KFDK,2019-01-15 07:47:00,12.2,,100.0,30.23,10.0,North,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-828640,MapQuest,201.0,2,2018-10-12 06:48:09,2018-10-12 07:17:55,34.624519,-82.67291999999999,,,0.0,Accident on Five Forks Rd at Exeter Ct.,298.0,Exeter Ct,L,Anderson,Anderson,SC,29621-4353,US,US/Eastern,KAND,2018-10-12 06:56:00,51.1,,92.0,29.83,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-487700,MapQuest,202.0,2,2017-06-21 13:42:55,2017-06-21 14:27:39,29.743848999999997,-95.377853,,,0.0,Serious accident on Milam St at Anita St.,798.0,Anita St,R,Houston,Harris,TX,77006-3602,US,US/Central,KMCJ,2017-06-21 13:35:00,84.2,,55.0,29.69,10.0,North,15.0,,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-26274,MapQuest,201.0,3,2016-08-08 09:12:11,2016-08-08 09:42:11,37.824001,-122.316925,,,0.0,Accident on I-80 Westbound at Exits 8A 8B I-880.,,I-80 W,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2016-08-08 09:17:00,60.1,,80.0,29.88,10.0,WSW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1875484,Bing,,2,2017-02-07 10:22:06,2017-02-07 16:22:06,35.261621000000005,-80.877567,35.26279,-80.8793,0.127,At I-85 - Accident.,,Brookshire Blvd,R,Charlotte,Mecklenburg,NC,28216,US,US/Eastern,KCLT,2017-02-07 10:52:00,63.0,,63.0,30.0,10.0,SSW,11.5,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1049177,MapQuest,229.0,3,2018-05-31 16:44:01,2018-05-31 17:28:29,32.275723,-90.19315300000001,,,0.0,Slow traffic due to accident on I-20 Westbound at Exit 45A I-55 I-20.,,S Gallatin St,R,Jackson,Hinds,MS,39204,US,US/Central,KHKS,2018-05-31 16:53:00,88.0,,59.0,29.88,10.0,South,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1522943,MapQuest,201.0,2,2017-11-27 08:27:40,2017-11-27 09:27:23,32.618491999999996,-80.995728,,,0.0,Accident on US-278 Grays Hwy at Stock Farm Rd.,3199.0,Stock Farm Rd,L,Ridgeland,Jasper,SC,29936-3775,US,US/Eastern,KNBC,2017-11-27 08:56:00,51.1,,74.0,30.21,10.0,NNE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-734064,MapQuest,241.0,3,2018-12-28 10:39:48,2018-12-28 11:09:04,35.461582,-97.575859,,,0.0,One lane blocked due to accident on I-44 Northbound at Exits 120A 120B I-40.,,I-44 E,R,Oklahoma City,Oklahoma,OK,73108,US,US/Central,KOKC,2018-12-28 10:52:00,30.9,19.1,64.0,30.23,10.0,North,18.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-859500,MapQuest,201.0,2,2018-10-26 09:33:06,2018-10-26 10:02:49,43.14666,-77.64701099999999,,,0.0,Accident on NY-33A Chili Ave at Sherwood Ave.,388.0,Chili Ave,R,Rochester,Monroe,NY,14611-2558,US,US/Eastern,KROC,2018-10-26 09:54:00,39.9,33.9,70.0,30.13,10.0,ESE,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2155723,Bing,,2,2018-02-02 17:46:53,2018-02-02 23:46:53,38.78284,-77.17877,38.786570000000005,-77.17699999999999,0.275,Ramp to I-495/Capital Beltway Northbound - Accident. Right lane blocked.,,I-95 N,R,Springfield,Fairfax County,VA,22150,US,US/Eastern,KDAA,2018-02-02 17:56:00,23.0,11.1,39.0,30.4,10.0,NW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1310915,MapQuest,201.0,2,2018-02-07 12:52:43,2018-02-07 13:37:19,33.36742,-82.036407,,,0.0,Accident on US-25 Peach Orchard Rd at Byrd Rd.,3501.0,Byrd Rd,L,Augusta,Richmond,GA,30906-9474,US,US/Eastern,KAGS,2018-02-07 12:53:00,68.0,,81.0,30.1,8.0,SW,12.7,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-911755,MapQuest,201.0,2,2018-09-20 09:57:57,2018-09-20 10:27:44,32.308819,-110.85153999999999,,,0.0,Accident on Sunrise Dr at Paseo Otono.,6601.0,E Sunrise Dr,R,Tucson,Pima,AZ,85750,US,US/Mountain,KDMA,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
